"","X.2","long","lat","group","order","ccode","subregion","cat_pais","cols_18","cat_pais2","X.1","n_elecciones_con_debates","n_debates_total","n_promedio_debates_eleccion","n_sd_n_debates","ncat_mean_tipoorg_ambito2","n_sd_tipoorg_ambito","ncat_mean_tipoorg_visibilidad","ncat_meanppac","ncat_meancompetencia","n_sd_competencia","n_sd_ppac","ncat_regmedios","ncat_regestado","ncat_regcandidatos","ncat_mean_totreg","n_max_reg","n_sd_reg","n_proporcioninvitados","n_indexausentes","ncat_ano_primer_debate","n_cattipo_educ","n_cattipo_estado","n_cattipo_mmc","n_cattipo_osc","n_cattipo_NA","n_tot_orgs","pr_dico_formato_periodistas","n_edad_practica_absoluta","pr_cattipo_educ","pr_cattipo_estado","pr_cattipo_mmc","pr_cattipo_NA","pr_cattipo_osc","n_interrupciones"
"3606",3606,286.689636230469,-53.2476577758789,31,3636,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3607",3607,286.697509765625,-53.2594718933105,31,3637,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3608",3608,286.856628417969,-53.3409194946289,31,3638,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3609",3609,286.864807128906,-53.3539047241211,31,3639,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3610",3610,286.774261474609,-53.3583984375,31,3640,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3611",3611,286.590606689453,-53.3205070495605,31,3641,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3612",3612,286.498992919922,-53.3184585571289,31,3642,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3613",3613,286.432739257812,-53.3068351745605,31,3643,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3614",3614,286.417175292969,-53.3001937866211,31,3644,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3615",3615,286.404052734375,-53.2529296875,31,3645,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3616",3616,286.382934570312,-53.2296905517578,31,3646,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3617",3617,286.206481933594,-53.1207046508789,31,3647,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3618",3618,286.133056640625,-53.0968780517578,31,3648,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3619",3619,286.006011962891,-53.0757827758789,31,3649,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3620",3620,285.861419677734,-53.0905265808105,31,3650,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3621",3621,285.763610839844,-53.0764656066895,31,3651,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3622",3622,285.729797363281,-53.08154296875,31,3652,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3623",3623,285.585601806641,-52.9949226379395,31,3653,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3624",3624,285.441680908203,-52.921875,31,3654,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3625",3625,285.380096435547,-52.8347625732422,31,3655,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3626",3626,285.288482666016,-52.7681617736816,31,3656,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3627",3627,285.287994384766,-52.7487297058105,31,3657,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3628",3628,285.330047607422,-52.73388671875,31,3658,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3629",3629,285.428466796875,-52.7712898254395,31,3659,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3630",3630,285.525421142578,-52.8356437683105,31,3660,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3631",3631,285.577728271484,-52.8600616455078,31,3661,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3632",3632,285.6142578125,-52.92236328125,31,3662,"Chile","Isla Desolacion","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3633",3633,291.370086669922,-52.6526374816895,32,3664,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3634",3634,291.368316650391,-52.9495124816895,32,3665,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3635",3635,291.366546630859,-53.2418937683105,32,3666,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3636",3636,291.364929199219,-53.5154304504395,32,3667,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3637",3637,291.363342285156,-53.7888679504395,32,3668,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3638",3638,291.361785888672,-54.0529289245605,32,3669,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3639",3639,291.360229492188,-54.3240203857422,32,3670,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3640",3640,291.352478027344,-54.6278343200684,32,3671,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3641",3641,291.346771240234,-54.8536148071289,32,3672,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3642",3642,291.196166992188,-54.8536148071289,32,3673,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3643",3643,291.156463623047,-54.8767585754395,32,3674,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3644",3644,290.918365478516,-54.9098663330078,32,3675,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3645",3645,290.513702392578,-54.85888671875,32,3676,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3646",3646,290.412445068359,-54.8127937316895,32,3677,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3647",3647,290.276550292969,-54.7121086120605,32,3678,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3648",3648,290.228179931641,-54.7391624450684,32,3679,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3649",3649,290.100524902344,-54.7818374633789,32,3680,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3650",3650,289.969482421875,-54.8155250549316,32,3681,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3651",3651,289.861907958984,-54.8192367553711,32,3682,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3652",3652,289.76220703125,-54.7775382995605,32,3683,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3653",3653,289.740905761719,-54.75634765625,32,3684,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3654",3654,289.71826171875,-54.7517585754395,32,3685,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3655",3655,289.502838134766,-54.8095703125,32,3686,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3656",3656,289.264862060547,-54.7505836486816,32,3687,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3657",3657,289.075286865234,-54.71435546875,32,3688,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3658",3658,288.770751953125,-54.6941413879395,32,3689,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3659",3659,288.55908203125,-54.61962890625,32,3690,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3660",3660,288.16845703125,-54.6261711120605,32,3691,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3661",3661,288.098449707031,-54.6015625,32,3692,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3662",3662,288.072265625,-54.5287094116211,32,3693,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3663",3663,288.093017578125,-54.4948234558105,32,3694,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3664",3664,288.176544189453,-54.4744110107422,32,3695,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3665",3665,288.199859619141,-54.4339866638184,32,3696,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3666",3666,288.2841796875,-54.4436531066895,32,3697,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3667",3667,288.393707275391,-54.4971656799316,32,3698,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
"3668",3668,288.42724609375,-54.4953117370605,32,3699,"Chile","10","Chile","#FF5768","Chile",4,7,29,4.14285714285714,2.05886285511144,2.82512315270936,0.746855948077033,1.935960591133,0.461538461538462,2.30434782608696,1.57926284900426,1.17407901712855,0,0,0,0,0,0,0.946428571428571,2.97103174603175,1989,3,1,25,17,0,46,0,32,0.0652173913043478,0.0217391304347826,0.543478260869565,0,0.369565217391304,0
